종목코드,업종
032640,전기 통신업
059210,의료용품 및 기타 의약 관련제품 제조업
097870,"비료, 농약 및 살균, 살충제 제조업"
101140,기계장비 및 관련 물품 도매업
020560,항공 여객 운송업
100840,일반 목적용 기계 제조업
100250,플라스틱제품 제조업
091440,통신 및 방송 장비 제조업
085310,"구조용 금속제품, 탱크 및 증기발생기 제조업"
097780,자동차 신품 부품 제조업
096630,통신 및 방송 장비 제조업
068330,일반 목적용 기계 제조업
093920,통신 및 방송 장비 제조업
067010,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
096350,"구조용 금속제품, 탱크 및 증기발생기 제조업"
051600,전기 및 통신 공사업
069920,무점포 소매업
096610,반도체 제조업
092070,기타 화학제품 제조업
094820,전기 및 통신 공사업
086670,일반 목적용 기계 제조업
092440,특수 목적용 기계 제조업
095190,기타 금속 가공제품 제조업
044450,해상 운송업
094280,기타 사업지원 서비스업
092300,전자부품 제조업
033270,의약품 제조업
093640,반도체 제조업
092200,자동차 신품 부품 제조업
095910,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
081580,통신 및 방송 장비 제조업
073110,전자부품 제조업
094970,전자부품 제조업
080520,반도체 제조업
095340,기계장비 및 관련 물품 도매업
085910,자동차 신품 부품 제조업
095500,플라스틱제품 제조업
027580,플라스틱제품 제조업
097950,기타 식품 제조업
086040,자연과학 및 공학 연구개발업
028670,해상 운송업
057540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
094940,컴퓨터 및 주변장치 제조업
095270,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
097230,토목 건설업
093190,컴퓨터 및 주변장치 제조업
096760,기타 금융업
091340,전자부품 제조업
096770,석유 정제품 제조업
072770,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
094480,소프트웨어 개발 및 공급업
086520,기타 금융업
065150,음·식료품 및 담배 도매업
078340,소프트웨어 개발 및 공급업
095660,소프트웨어 개발 및 공급업
029780,기타 금융업
092600,반도체 제조업
069410,소프트웨어 개발 및 공급업
001780,1차 비철금속 제조업
093380,기타 금속 가공제품 제조업
095720,초등 교육기관
086450,의약품 제조업
064820,선박 및 보트 건조업
091580,일차전지 및 이차전지 제조업
092460,선박 및 보트 건조업
073540,통신 및 방송 장비 제조업
091120,전자부품 제조업
094850,여행사 및 기타 여행보조 서비스업
094860,소프트웨어 개발 및 공급업
094800,신탁업 및 집합투자업
078020,금융 지원 서비스업
093520,기계장비 및 관련 물품 도매업
091970,플라스틱제품 제조업
092730,기타 화학제품 제조업
039200,의약품 제조업
089010,기타 화학제품 제조업
090470,특수 목적용 기계 제조업
088130,특수 목적용 기계 제조업
090370,봉제의복 제조업
093370,기초 화학물질 제조업
084110,의약품 제조업
089150,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
091700,전자부품 제조업
086390,특수 목적용 기계 제조업
090710,특수 목적용 기계 제조업
093050,봉제의복 제조업
060540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
066310,반도체 제조업
067280,기타 교육기관
044380,컴퓨터 및 주변장치 제조업
044820,기타 금융업
089890,특수 목적용 기계 제조업
034590,연료용 가스 제조 및 배관공급업
080470,자동차 신품 부품 제조업
089140,특수 목적용 기계 제조업
089790,특수 목적용 기계 제조업
090150,자동차 신품 부품 제조업
088390,그외 기타 운송장비 제조업
009770,"펄프, 종이 및 판지 제조업"
092220,반도체 제조업
092230,기초 화학물질 제조업
089230,기타 정보 서비스업
043150,의료용 기기 제조업
086960,소프트웨어 개발 및 공급업
089470,기타 화학제품 제조업
038060,반도체 제조업
083660,기타 화학제품 제조업
063570,기타 사업지원 서비스업
086980,"영화, 비디오물, 방송프로그램 제작 및 배급업"
068050,"영화, 비디오물, 방송프로그램 제작 및 배급업"
039290,기타 정보 서비스업
090350,기타 화학제품 제조업
090430,기타 화학제품 제조업
078860,"영화, 비디오물, 방송프로그램 제작 및 배급업"
088910,"도축, 육류 가공 및 저장 처리업"
032350,여행사 및 기타 여행보조 서비스업
054950,일반 목적용 기계 제조업
090080,자동차 신품 부품 제조업
049800,특수 목적용 기계 제조업
084730,통신 및 방송 장비 제조업
035510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
086060,산업용 농·축산물 및 동·식물 도매업
022220,플라스틱제품 제조업
088790,기타 전문 도매업
088800,통신 및 방송 장비 제조업
088980,신탁업 및 집합투자업
023530,종합 소매업
068760,의약품 제조업
083450,특수 목적용 기계 제조업
019990,일반 목적용 기계 제조업
079370,특수 목적용 기계 제조업
085670,전자부품 제조업
084370,특수 목적용 기계 제조업
083790,자연과학 및 공학 연구개발업
064550,의료용품 및 기타 의약 관련제품 제조업
084990,자연과학 및 공학 연구개발업
083640,상품 종합 도매업
085660,기초 의약물질 제조업
086280,기타 운송관련 서비스업
078140,의약품 제조업
067900,폐기물 처리업
083550,기타 섬유제품 제조업
084870,봉제의복 제조업
084180,일반 목적용 기계 제조업
086790,기타 금융업
001560,기타 비금속 광물제품 제조업
080420,"섬유, 의복, 신발 및 가죽제품 소매업"
083650,일반 목적용 기계 제조업
079190,통신 및 방송 장비 제조업
079430,가구 제조업
082800,의약품 제조업
043910,"시멘트, 석회, 플라스터 및 그 제품 제조업"
079000,플라스틱제품 제조업
084010,1차 철강 제조업
041020,소프트웨어 개발 및 공급업
078590,자동차 신품 부품 제조업
038070,기타 전문 도매업
075180,자동차 신품 부품 제조업
083420,기타 화학제품 제조업
079940,소프트웨어 개발 및 공급업
077360,반도체 제조업
083930,특수 목적용 기계 제조업
067310,반도체 제조업
083310,특수 목적용 기계 제조업
082660,기타 화학제품 제조업
080010,상품 중개업
084690,기타 금융업
071950,가구 제조업
078160,기초 의약물질 제조업
082850,기타 식품 제조업
080160,여행사 및 기타 여행보조 서비스업
084680,귀금속 및 장신용품 제조업
084670,육상 여객 운송업
042700,특수 목적용 기계 제조업
078890,통신 및 방송 장비 제조업
050890,통신 및 방송 장비 제조업
004890,1차 철강 제조업
082210,사진장비 및 광학기기 제조업
082270,특수 목적용 기계 제조업
075130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
010960,기반조성 및 시설물 축조관련 전문공사업
073240,고무제품 제조업
073490,통신 및 방송 장비 제조업
079950,특수 목적용 기계 제조업
079960,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
080220,반도체 제조업
079170,1차 비철금속 제조업
079810,기타 전기장비 제조업
052220,영상·오디오물 제공 서비스업
079650,"시멘트, 석회, 플라스터 및 그 제품 제조업"
052900,플라스틱제품 제조업
066910,기타 전문 도매업
049950,특수 목적용 기계 제조업
052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
079160,"영화, 비디오물, 방송프로그램 제작 및 배급업"
081000,기타 화학제품 제조업
072870,"서적, 잡지 및 기타 인쇄물 출판업"
073010,일반 목적용 기계 제조업
046440,소프트웨어 개발 및 공급업
078600,전자부품 제조업
054450,반도체 제조업
078150,특수 목적용 기계 제조업
067990,자동차 판매업
014830,기초 화학물질 제조업
051360,영상 및 음향기기 제조업
041650,자동차 신품 부품 제조업
078130,기타 종이 및 판지 제품 제조업
068790,특수 목적용 기계 제조업
023810,자동차 신품 부품 제조업
048870,의료용 기기 제조업
065350,가정용 기기 제조업
078930,기타 금융업
077500,기계장비 및 관련 물품 도매업
058730,"구조용 금속제품, 탱크 및 증기발생기 제조업"
039340,텔레비전 방송업
034220,전자부품 제조업
064260,소프트웨어 개발 및 공급업
078000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
011080,봉제의복 제조업
050090,광고업
057030,교육지원 서비스업
065770,통신 및 방송 장비 제조업
074430,기초 의약물질 제조업
066700,의약품 제조업
066900,전자부품 제조업
078350,반도체 제조업
077970,일반 목적용 기계 제조업
075970,기타 비금속 광물제품 제조업
069540,통신 및 방송 장비 제조업
073190,가구 제조업
054090,그외 기타 제품 제조업
041910,의약품 제조업
034310,회사 본부 및 경영 컨설팅 서비스업
019680,초등 교육기관
067770,전자부품 제조업
070590,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
073570,그외 기타 제품 제조업
073640,기타 금속 가공제품 제조업
065680,전자부품 제조업
057880,비거주 복지시설 운영업
024110,은행 및 저축기관
074610,일반 목적용 기계 제조업
067160,소프트웨어 개발 및 공급업
060570,영상·오디오물 제공 서비스업
066410,전기 통신업
074600,유리 및 유리제품 제조업
071280,특수 목적용 기계 제조업
069510,영상 및 음향기기 제조업
067170,자동차 재제조 부품 제조업
054780,"영화, 비디오물, 방송프로그램 제작 및 배급업"
041440,특수 목적용 기계 제조업
025750,제재 및 목재 가공업
072020,기초 의약물질 제조업
065510,의료용 기기 제조업
072470,자동차 신품 부품 제조업
068930,일반 교습 학원
007660,전자부품 제조업
035250,유원지 및 기타 오락관련 서비스업
069330,전자부품 제조업
064760,기타 비금속 광물제품 제조업
037270,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
052710,전자부품 제조업
072710,기타 금융업
065950,직물직조 및 직물제품 제조업
047310,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
071050,기타 금융업
041520,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
072130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
034120,텔레비전 방송업
064240,기타 전문 도매업
066790,텔레비전 방송업
069080,소프트웨어 개발 및 공급업
036570,소프트웨어 개발 및 공급업
071090,1차 철강 제조업
067080,의약품 제조업
066590,자동차 신품 부품 제조업
067290,의약품 제조업
066130,가정용 기기 제조업
065450,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
065130,특수 목적용 기계 제조업
069730,1차 철강 제조업
065440,소프트웨어 개발 및 공급업
006890,기초 화학물질 제조업
049630,사진장비 및 광학기기 제조업
021650,플라스틱제품 제조업
051370,전자부품 제조업
065570,통신 및 방송 장비 제조업
065650,기계장비 및 관련 물품 도매업
066980,"건축기술, 엔지니어링 및 관련 기술 서비스업"
016100,"골판지, 종이 상자 및 종이용기 제조업"
011500,기타 화학제품 제조업
042040,기타 전문 도매업
066670,전자부품 제조업
066430,기타 전문 도매업
047820,"영화, 비디오물, 방송프로그램 제작 및 배급업"
064090,상품 종합 도매업
049960,기초 의약물질 제조업
053290,"서적, 잡지 및 기타 인쇄물 출판업"
064520,반도체 제조업
069960,종합 소매업
035600,소프트웨어 개발 및 공급업
065170,음·식료품 및 담배 도매업
069460,1차 비철금속 제조업
069620,의약품 제조업
041590,실내건축 및 건축마무리 공사업
027740,"도축, 육류 가공 및 저장 처리업"
036530,기타 금융업
069260,기타 화학제품 제조업
042600,전자부품 제조업
033530,자동차 신품 부품 제조업
065500,자동차 신품 부품 제조업
060900,전기업
066620,실내건축 및 건축마무리 공사업
052770,소프트웨어 개발 및 공급업
065420,기타 화학제품 제조업
064800,"섬유, 의복, 신발 및 가죽제품 소매업"
058430,1차 철강 제조업
039980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
048410,기타 화학제품 제조업
068290,"서적, 잡지 및 기타 인쇄물 출판업"
067830,종합 소매업
058610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
045340,소프트웨어 개발 및 공급업
030610,금융 지원 서비스업
065710,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
065690,고무제품 제조업
009240,생활용품 도매업
060560,기타 전문 도매업
043710,기타 전문 도매업
036010,전자부품 제조업
060280,기타 상품 전문 소매업
060230,기타 화학제품 제조업
046940,기반조성 및 시설물 축조관련 전문공사업
057680,소프트웨어 개발 및 공급업
060150,폐기물 처리업
065530,전기 통신업
063440,기록매체 복제업
017370,특수 목적용 기계 제조업
051160,소프트웨어 개발 및 공급업
065060,봉제의복 제조업
049180,기초 의약물질 제조업
060720,전자부품 제조업
061040,통신 및 방송 장비 제조업
050760,플라스틱제품 제조업
054210,전자부품 제조업
050120,생활용품 도매업
054410,기타 금속 가공제품 제조업
060310,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
066570,통신 및 방송 장비 제조업
061250,의약품 제조업
053980,소프트웨어 개발 및 공급업
024720,기타 금융업
054050,작물 재배업
039420,전기 통신업
064960,자동차 신품 부품 제조업
039440,특수 목적용 기계 제조업
049550,기타 화학제품 제조업
054670,의약품 제조업
060590,의약품 제조업
049070,통신 및 방송 장비 제조업
060370,전기 및 통신 공사업
051380,기계장비 및 관련 물품 도매업
037710,종합 소매업
053270,자동차 신품 부품 제조업
034950,기타 사업지원 서비스업
060260,플라스틱제품 제조업
060380,1차 철강 제조업
046310,통신 및 방송 장비 제조업
049720,기타 사업지원 서비스업
052670,의약품 제조업
046890,반도체 제조업
013990,생활용품 도매업
058450,"영화, 비디오물, 방송프로그램 제작 및 배급업"
059090,반도체 제조업
054930,"건축기술, 엔지니어링 및 관련 기술 서비스업"
035200,플라스틱제품 제조업
054040,전자부품 제조업
048470,기타 전문 도매업
042500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
040350,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
054300,일반 목적용 기계 제조업
047080,소프트웨어 개발 및 공급업
020760,반도체 제조업
060250,금융 지원 서비스업
056730,건물 건설업
053260,1차 철강 제조업
060240,선박 및 보트 건조업
033180,전자부품 제조업
041930,고무제품 제조업
054220,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
014940,일반 목적용 기계 제조업
043590,반도체 제조업
058470,전자부품 제조업
045300,전자부품 제조업
056190,특수 목적용 기계 제조업
056700,플라스틱제품 제조업
054940,실내건축 및 건축마무리 공사업
043370,자동차 신품 부품 제조업
063160,의약품 제조업
054620,기타 금융업
056360,통신 및 방송 장비 제조업
043260,전자부품 제조업
051390,상품 종합 도매업
054540,"구조용 금속제품, 탱크 및 증기발생기 제조업"
053350,소프트웨어 개발 및 공급업
054630,그외 기타 제품 제조업
056080,특수 목적용 기계 제조업
044490,기타 금속 가공제품 제조업
053950,의약품 제조업
053700,자동차 신품 부품 제조업
054920,소프트웨어 개발 및 공급업
041960,의약품 제조업
053160,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
052400,소프트웨어 개발 및 공급업
054180,선박 및 보트 건조업
043090,기타 전문 도매업
049470,소프트웨어 개발 및 공급업
053050,연료용 가스 제조 및 배관공급업
054800,기타 전문 서비스업
047770,봉제의복 제조업
053800,소프트웨어 개발 및 공급업
055550,기타 금융업
040300,"영화, 비디오물, 방송프로그램 제작 및 배급업"
058820,의약품 제조업
035900,오디오물 출판 및 원판 녹음업
021320,건물 건설업
053060,자동차 신품 부품 제조업
053610,특수 목적용 기계 제조업
052790,소프트웨어 개발 및 공급업
053450,사진장비 및 광학기기 제조업
053030,의약품 제조업
052420,플라스틱제품 제조업
021240,그외 기타 개인 서비스업
053620,기타 금속 가공제품 제조업
052300,상품 종합 도매업
049520,전자부품 제조업
048910,기타 전문 도매업
051980,통신 및 방송 장비 제조업
058650,1차 철강 제조업
051500,음·식료품 및 담배 도매업
049120,전자부품 제조업
043360,컴퓨터 및 주변장치 제조업
052330,영상 및 음향기기 제조업
052600,전기 통신업
052020,기계장비 및 관련 물품 도매업
043220,특수 목적용 기계 제조업
051780,음·식료품 및 담배 소매업
033790,통신 및 방송 장비 제조업
051490,특수 목적용 기계 제조업
038870,사업시설 유지·관리 서비스업
045660,컴퓨터 및 주변장치 제조업
045390,기타 전기장비 제조업
050110,전자부품 제조업
052260,기타 화학제품 제조업
036540,반도체 제조업
051900,기타 화학제품 제조업
051910,기초 화학물질 제조업
047040,건물 건설업
047050,상품 중개업
042670,특수 목적용 기계 제조업
042660,선박 및 보트 건조업
038500,기타 비금속 광물제품 제조업
051630,플라스틱제품 제조업
024850,전자부품 제조업
048550,광고업
049830,기타 금속 가공제품 제조업
048770,일반 목적용 기계 제조업
049430,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
044480,고무제품 제조업
046390,"영화, 비디오물, 방송프로그램 제작 및 배급업"
014620,1차 철강 제조업
048430,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
017480,1차 철강 제조업
049480,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
042510,소프트웨어 개발 및 공급업
036670,기타 화학제품 제조업
039830,전문디자인업
036190,전기 및 통신 공사업
046070,자동차 신품 부품 제조업
041830,의료용 기기 제조업
014570,의약품 제조업
045520,일반 목적용 기계 제조업
044180,건물 건설업
044960,기타 전문 도매업
032080,"섬유제품 염색, 정리 및 마무리 가공업"
034020,일반 목적용 기계 제조업
010470,광고업
044340,가정용 기기 제조업
042940,건물 건설업
010040,"내화, 비내화 요업제품 제조업"
048830,합성고무 및 플라스틱 물질 제조업
000250,의약품 제조업
044780,특수 목적용 기계 제조업
045510,기계장비 및 관련 물품 도매업
045100,"건축기술, 엔지니어링 및 관련 기술 서비스업"
040160,소프트웨어 개발 및 공급업
043340,일반 목적용 기계 제조업
043650,알코올음료 제조업
037950,전자부품 제조업
039030,특수 목적용 기계 제조업
038540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
018680,의약품 제조업
046210,의료용품 및 기타 의약 관련제품 제조업
039860,의료용 기기 제조업
045060,기타 화학제품 제조업
043100,의료용 기기 제조업
042370,기타 금융업
045970,반도체 제조업
040420,일반 교습 학원
007370,의약품 제조업
043610,영상·오디오물 제공 서비스업
036890,특수 목적용 기계 제조업
039010,통신 및 방송 장비 제조업
009300,의약품 제조업
043200,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
042110,가정용 기기 제조업
039740,기타 전문 도매업
039840,의료용 기기 제조업
042420,소프트웨어 개발 및 공급업
039560,통신 및 방송 장비 제조업
038460,전자부품 제조업
032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
001540,의약품 제조업
039310,소프트웨어 개발 및 공급업
041190,기타 금융업
038530,생활용품 도매업
036640,합성고무 및 플라스틱 물질 제조업
031330,기계장비 및 관련 물품 도매업
038620,연료 소매업
039020,제재 및 목재 가공업
038950,통신 및 방송 장비 제조업
036800,전기 통신업
040610,자동차 신품 부품 제조업
038880,전자부품 제조업
038680,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
041510,오디오물 출판 및 원판 녹음업
010280,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
037760,1차 철강 제조업
036480,의약품 제조업
038110,자동차 신품 부품 제조업
032500,통신 및 방송 장비 제조업
039610,일반 목적용 기계 제조업
039240,1차 철강 제조업
038290,"그외 기타 전문, 과학 및 기술 서비스업"
037440,"건축기술, 엔지니어링 및 관련 기술 서비스업"
038390,여행사 및 기타 여행보조 서비스업
036830,회사 본부 및 경영 컨설팅 서비스업
036810,전자부품 제조업
036690,통신 및 방송 장비 제조업
037370,기초 화학물질 제조업
036620,기타 전문 도매업
037350,"건축기술, 엔지니어링 및 관련 기술 서비스업"
038010,"구조용 금속제품, 탱크 및 증기발생기 제조업"
016450,봉제의복 제조업
001810,"펄프, 종이 및 판지 제조업"
036630,전기 및 통신 공사업
036710,회사 본부 및 경영 컨설팅 서비스업
037070,가정용 기기 제조업
036560,일반 목적용 기계 제조업
016250,건물 건설업
035890,건물 건설업
036930,특수 목적용 기계 제조업
036030,상품 중개업
016710,회사 본부 및 경영 컨설팅 서비스업
032190,기계장비 및 관련 물품 도매업
005290,기초 화학물질 제조업
003100,기타 운송관련 서비스업
036170,반도체 제조업
026040,귀금속 및 장신용품 제조업
036180,기계장비 및 관련 물품 도매업
037230,"골판지, 종이 상자 및 종이용기 제조업"
037460,통신 및 방송 장비 제조업
037400,상품 종합 도매업
003220,의약품 제조업
036460,연료용 가스 제조 및 배관공급업
033640,반도체 제조업
037330,전자부품 제조업
036090,특수 목적용 기계 제조업
036200,특수 목적용 기계 제조업
024800,육상 여객 운송업
027050,기타 화학제품 제조업
035290,"서적, 잡지 및 기타 인쇄물 출판업"
036120,기타 정보 서비스업
027040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
027830,신탁업 및 집합투자업
036000,"서적, 잡지 및 기타 인쇄물 출판업"
007120,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
035760,텔레비전 방송업
035810,동물용 사료 및 조제식품 제조업
035460,통신 및 방송 장비 제조업
000850,특수 목적용 기계 제조업
036580,"곡물가공품, 전분 및 전분제품 제조업"
033780,담배 제조업
009540,기타 금융업
024090,1차 철강 제조업
035620,"영화, 비디오물, 방송프로그램 제작 및 배급업"
035610,회사 본부 및 경영 컨설팅 서비스업
020710,전문디자인업
012790,의약품 제조업
034940,의약품 제조업
006840,기타 금융업
035000,광고업
006650,기초 화학물질 제조업
035150,플라스틱제품 제조업
033250,자동차 신품 부품 제조업
033230,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
035080,무점포 소매업
005160,1차 철강 제조업
005990,동·식물성 유지 및 낙농제품 제조업
034810,기타 금융업
033240,전자부품 제조업
030200,전기 통신업
019490,영상 및 음향기기 제조업
030000,광고업
025770,전기 통신업
033540,특수 목적용 기계 제조업
033500,기초 화학물질 제조업
026890,신탁업 및 집합투자업
029460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
030350,소프트웨어 개발 및 공급업
033160,전자부품 제조업
033310,전자부품 제조업
033320,기계장비 및 관련 물품 도매업
009520,1차 철강 제조업
013810,특수 목적용 기계 제조업
033340,봉제의복 제조업
024890,플라스틱제품 제조업
033200,전자부품 제조업
033290,"섬유, 의복, 신발 및 가죽제품 소매업"
015710,통신 및 방송 장비 제조업
017940,기타 전문 도매업
018670,기타 전문 도매업
023590,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
014440,플라스틱제품 제조업
033100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
033050,기타 화학제품 제조업
033130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
032980,음·식료품 및 담배 도매업
019210,기타 금속 가공제품 제조업
026150,토목 건설업
031310,전기 통신업
011790,기타 화학제품 제조업
032960,전자부품 제조업
032680,기타 정보 서비스업
032940,기계장비 및 관련 물품 도매업
008290,봉제의복 제조업
010600,상품 중개업
025890,특수 목적용 기계 제조업
032750,통신 및 방송 장비 제조업
032860,"해체, 선별 및 원료 재생업"
032850,소프트웨어 개발 및 공급업
032790,기계장비 및 관련 물품 도매업
032800,창작 및 예술관련 서비스업
024900,자동차 신품 부품 제조업
023960,토목 건설업
023800,자동차 신품 부품 제조업
032620,소프트웨어 개발 및 공급업
032580,반도체 제조업
032540,영상 및 음향기기 제조업
028080,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
032280,도로 화물 운송업
012320,기타 금융업
012340,자동차 신품 부품 제조업
031820,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
025530,자동차 부품 및 내장품 판매업
031510,자동차 신품 부품 제조업
031860,상품 종합 도매업
031980,특수 목적용 기계 제조업
000660,반도체 제조업
015360,회사 본부 및 경영 컨설팅 서비스업
023150,알코올음료 제조업
023450,기초 화학물질 제조업
028050,"건축기술, 엔지니어링 및 관련 기술 서비스업"
029530,컴퓨터 및 주변장치 제조업
005320,생활용품 도매업
016800,가구 제조업
011560,건물설비 설치 공사업
024740,자동차 신품 부품 제조업
024070,플라스틱제품 제조업
030720,어로 어업
025560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
030210,금융 지원 서비스업
030960,인쇄 및 인쇄관련 산업
012630,기타 금융업
017900,반도체 제조업
025540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
030530,기초 화학물질 제조업
030520,소프트웨어 개발 및 공급업
021880,기타 금융업
029480,통신 및 방송 장비 제조업
021040,1차 철강 제조업
003160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
011930,반도체 제조업
019180,기타 전기장비 제조업
018880,일반 목적용 기계 제조업
028300,의료용품 및 기타 의약 관련제품 제조업
027710,동물용 사료 및 조제식품 제조업
006740,"골판지, 종이 상자 및 종이용기 제조업"
021820,자동차 신품 부품 제조업
000910,"시멘트, 석회, 플라스터 및 그 제품 제조업"
020120,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
027970,"펄프, 종이 및 판지 제조업"
020000,봉제의복 제조업
017800,일반 목적용 기계 제조업
016580,의약품 제조업
023600,"펄프, 종이 및 판지 제조업"
018310,"구조용 금속제품, 탱크 및 증기발생기 제조업"
003800,가구 제조업
014190,기타 전문 도매업
013580,토목 건설업
021050,금속 주조업
012750,"경비, 경호 및 탐정업"
015890,기초 화학물질 제조업
012700,기타 전문 도매업
018000,일반 목적용 기계 제조업
025980,일반 및 생활 숙박시설 운영업
026910,1차 철강 제조업
017250,영상 및 음향기기 제조업
016590,"골판지, 종이 상자 및 종이용기 제조업"
011690,반도체 제조업
025860,"비료, 농약 및 살균, 살충제 제조업"
018500,자동차 신품 부품 제조업
011300,직물직조 및 직물제품 제조업
015750,자동차 신품 부품 제조업
020180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
006730,일반 및 생활 숙박시설 운영업
011200,해상 운송업
012610,기초 화학물질 제조업
017810,기타 식품 제조업
017390,연료용 가스 제조 및 배관공급업
025820,1차 비철금속 제조업
025950,토목 건설업
025900,나무제품 제조업
011090,가구 제조업
007460,기타 금속 가공제품 제조업
025620,기타 화학제품 제조업
017960,"구조용 금속제품, 탱크 및 증기발생기 제조업"
025870,음·식료품 및 담배 도매업
025880,동물용 사료 및 조제식품 제조업
002680,"곡물가공품, 전분 및 전분제품 제조업"
025550,1차 철강 제조업
025440,영상 및 음향기기 제조업
025320,전자부품 제조업
024940,생활용품 도매업
024950,생활용품 도매업
014100,상품 종합 도매업
024840,1차 비철금속 제조업
024910,자동차 신품 부품 제조업
004780,기타 금속 가공제품 제조업
013120,건물 건설업
024830,자동차 신품 부품 제조업
024880,기타 금속 가공제품 제조업
025000,기초 화학물질 제조업
007980,봉제의복 제조업
010580,자동차 신품 부품 제조업
024120,자동차 신품 부품 제조업
017000,건물 건설업
024060,기타 전문 도매업
023910,의약품 제조업
001840,건물 건설업
023900,알코올음료 제조업
017650,기타 종이 및 판지 제품 제조업
010170,절연선 및 케이블 제조업
023790,1차 철강 제조업
023770,소프트웨어 개발 및 공급업
023760,기타 금융업
005860,동물용 사료 및 조제식품 제조업
009440,기타 금융업
008420,1차 철강 제조업
016880,회사 본부 및 경영 컨설팅 서비스업
012860,자동차 신품 부품 제조업
006050,유리 및 유리제품 제조업
023410,"시멘트, 석회, 플라스터 및 그 제품 제조업"
023440,1차 철강 제조업
006910,"구조용 금속제품, 탱크 및 증기발생기 제조업"
018290,기타 화학제품 제조업
023160,1차 철강 제조업
014790,토목 건설업
007310,기타 식품 제조업
008500,편조원단 제조업
007530,기타 금속 가공제품 제조업
010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
001000,부동산 임대 및 공급업
012620,1차 철강 제조업
011370,건물 건설업
009190,1차 철강 제조업
000760,기타 전문 도매업
014820,플라스틱제품 제조업
018700,생활용품 도매업
014470,부동산 임대 및 공급업
010140,선박 및 보트 건조업
009680,자동차 신품 부품 제조업
010690,자동차 신품 부품 제조업
007720,상품 종합 도매업
013720,자동차 신품 부품 제조업
011320,자동차 신품 부품 제조업
018120,알코올음료 제조업
009620,1차 비철금속 제조업
005670,"과실, 채소 가공 및 저장 처리업"
007330,은행 및 저축기관
006140,의료용 기기 제조업
019010,종합 소매업
009780,기타 식품 제조업
000390,기타 화학제품 제조업
009450,가정용 기기 제조업
020400,금속 주조업
005710,자동차 신품 부품 제조업
016600,기타 금융업
004590,기타 상품 전문 소매업
